FECHA_CORTE,FECHA_REGISTRO,ID_DOC_DENUNCIA,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,TIPO_DE_DENUNCIA,SITUACION_DENUNCIA,TIPO,SUBTIPO,MODALIDAD,FECHA_HECHO,HORA_HECHO,UBICACION,DESCRIPCION,FECHA_NACIMIENTO,EDAD_PERSONA,SEXO,ESTADO_CIVIL,GRADO_INSTRUCCION,OCUPACION,PAIS_NATAL,MES,LONGITUD,LATITUD
2024-04-25,2024-02-11,28d751e149e1123dae5473654090603574d8225479a4aedbb44369005c8d5ba6,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-11,156,ZONA 13 LOTE 58A AH PARQUE PORCINO,VENTANILLA,1971-11-05,52,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.12003031,-11.92279091
2024-04-25,2024-02-22,162e46338cc3b7de6a2397ddfdf7055f7f779df470f826f7cb9190a72f01661a,70106,CALLAO,CALLAO,VENTANILLA,DENUNCIA,RESUELTA,PATRIMONIO,APROPIACION ILICITA,APROPIACION ILICITA COMUN,2024-02-22,1533,MERCADO SEOR DE LOS MILAGROS VENTANILLA,VENTANILLA,1992-10-17,31,FEMENINO,SOLTERO,NO INDICA,CONTADOR,PERU,202402,-77.10865583,-11.87789257
2024-04-25,2024-02-06,3969a7aa9fc7bec3692a2aa2d82efa628e4a83a7769db78963485a3320758783,70106,CALLAO,CALLAO,VENTANILLA,DENUNCIA,PENDIENTE,PATRIMONIO,HURTO,HURTO,2024-02-02,730,SOLGAS ? VENTANILLA  REF. REFINERIA LA PAMPILLA,VENTANILLA,1984-08-24,39,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.13274234,-11.91998208
2024-04-25,2024-02-27,4325e9aaf61054d0cde62eec7f6dd14cbaf3b4b9ab83f111d00baad917c0aa4c,70106,CALLAO,CALLAO,VENTANILLA,DENUNCIA,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-27,2000,MZ. N LT. 12 AA.HH. SANTA ROSA DE PACHACUTEC - VENTANILLA,VILLA LOS REYES,2005-08-30,18,FEMENINO,SOLTERO,SECUNDARIA,NO INDICA,PERU,202402,-77.11250311,-11.89032135
2024-04-25,2024-02-24,0ddfaa00a5d76723aed94c18a9837c986c57a8a989cdc2630222b399b5ba9895,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-24,1430,MZ. P LOTE 8 AAHH. NUEVO PACHACUTEC,PACHACUTEC,1994-06-12,29,FEMENINO,SOLTERO,SECUNDARIA,NO INDICA,PERU,202402,-77.1104676,-12.0558424
2024-04-25,2024-02-25,5760dff6065c6d584958721f12ae987f0f038799771eda903cf0ab0486733f5b,70106,CALLAO,CALLAO,VENTANILLA,DENUNCIA,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-21,2230,MZ E1 LT. 06 AMPLIACION DEL AA.HH. LUIS FELIPE DE LAS CASAS 2DA ETAPA  VENTANILLA,VILLA LOS REYES,1999-07-04,24,FEMENINO,SOLTERO,SECUNDARIA,ASISTENTE ADMINISTRATIVO,PERU,202402,-77.129326,-11.8191028
2024-04-25,2024-02-21,40cb643c2a77a304d8137f43a6d391f3202109a257df48e872b8ecade0648f81,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,PENDIENTE,PATRIMONIO,HURTO,HURTO AGRAVADO,2024-02-20,2030,JURISDICCION DE VENTANILLA,VENTANILLA,1981-12-03,42,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1259843,-12.0508491
2024-04-25,2024-02-29,6b521de56b69ea0976f0c4b2a0e83f0b349ece4252f070a512a5ecd175b3a328,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,RESUELTA,PATRIMONIO,HURTO,HURTO,2024-02-29,430,JURISDICCION DE VENTANILLA,VENTANILLA,1990-04-01,33,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1259843,-12.0508491
2024-04-25,2024-02-26,fe452866cb096aba2b95ccf53becae30c424d37a543011c6d61745cadd674287,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-26,430,MZ Y 10 LT 04 AMPLIACION A4 CIUDADELA PACHACUTEC,PACHACUTEC,1972-10-23,51,FEMENINO,SOLTERO,SECUNDARIA,NO INDICA,PERU,202402,-77.16091419,-11.83285528
2024-04-25,2024-02-16,45ec719307c5c43c55de52add402eda8b14f7622fbd1a188cc27e1506c37beac,70106,CALLAO,CALLAO,VENTANILLA,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-16,2000,MZ M4 LOTE 26 AH DEFENSORES DE LA PATRIA,VENTANILLA,2004-02-02,20,FEMENINO,SOLTERO,SECUNDARIA,NO INDICA,PERU,202402,-77.14357038,-11.87614825
2024-04-25,2024-02-01,d635614aac2b6322aa9146da40ca4743b21440ef91d50a1a7cced1bb58dee060,70106,CALLAO,CALLAO,VENTANILLA,DENUNCIA,RESUELTA,PATRIMONIO,ESTAFA,ESTAFA,2024-01-29,1814,MZ  C LOTE 10 A HH HIJOS DE LAS FLORES VENTANILLA,DEPINCRI VENTANILLA,1979-02-07,44,MASCULINO,SOLTERO,NO INDICA,INDEPENDIENTE,PERU,202402,-77.11770654,-11.87624394
2024-04-25,2024-02-17,4ec80cdd068ef6d27272f0de229dd2b4f999295875a12fe475076b1f3ff69c35,70106,CALLAO,CALLAO,VENTANILLA,OCURRENCIA,RESUELTA,"VIDA, CUERPO Y SALUD",HOMICIDIO,HOMICIDIO POR PAF,2024-02-16,2100,MERCADO DEL AH KENYI FUJIMORI,VENTANILLA,1997-11-18,26,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1259843,-12.0508491
2024-04-25,2024-02-13,72f9ee96f92ff2af85f8b04705d2e95c04a678962018dbdd9ce0c2250266ab84,70106,CALLAO,CALLAO,VENTANILLA,OCURRENCIA,PENDIENTE,"VIDA, CUERPO Y SALUD",HOMICIDIO,HOMICIDIO POR PAF,2024-02-07,1540,FRONTIS MZ G 1 LOTE 1 AAHH PUERTAS DEL SOL DE VENTANILLA,DEPINCRI VENTANILLA,1997-10-04,26,MASCULINO,SOLTERO,NO INDICA,CHOFER,PERU,202402,-77.12998033,-11.87284218
2024-04-25,2024-02-09,352ebe88638636f9eba9b995f277dc04663c8ebced764bc636a8d231ffdf1648,70106,CALLAO,CALLAO,VENTANILLA,DENUNCIA,PENDIENTE,DELITOS INFORMATICOS,DELITOS INFORMATICOS CONTRA EL PATRIMONIO,FRAUDE INFORMATICO,2024-02-08,1110,JURISDICCION DE VENTANILLA,VENTANILLA,2001-05-25,22,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1259843,-12.0508491
2024-04-25,2024-02-16,8ab622b31d354de69a2f79380bb7c79db05a72de049e8493223a73ad450acbf0,70106,CALLAO,CALLAO,VENTANILLA,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2023-12-03,1600,CALLE 1 URB SATELITE  VENTANILLA,VENTANILLA,1992-10-04,31,FEMENINO,SOLTERO,SECUNDARIA,EMPRESARIA,PERU,202402,-77.12530774,-11.86824304
2024-04-25,2024-02-19,4a64bf02f25c991c0d6401f0d0541ae0fac0eb33f4a521065e3a377ebbeb5ac3,70106,CALLAO,CALLAO,VENTANILLA,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-18,2115,ASOCIACION DE POBLADORES DE VENTANILLA ALTA MZ 7 D LT 01,VENTANILLA,1985-06-27,38,FEMENINO,SOLTERO,SECUNDARIA,AMA DE CASA,PERU,202402,-77.09617344,-11.88931909
2024-04-25,2024-02-23,2289e7fe062943ba396e79fb89a6f46d2e84176a73744785352702775bcad9e4,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,PENDIENTE,SEGURIDAD PUBLICA,SALUD PUBLICA,MICROCOMERCIALIZACION DE DROGAS,2024-01-11,2130,AV PEDRO BELTRAN CON LA CALLE 14  ALTURA DEL LOCAL SINDICAL DE VENTANILLA,DEPINCRI - AREANT - CALLAO,1989-12-24,34,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.11302877,-11.87427009
2024-04-25,2024-02-22,a0768be8571fbbb27420fc2787733870ce8a1fef526d5ae2290419919f9b2bf0,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,PENDIENTE,SEGURIDAD PUBLICA,SALUD PUBLICA,TRAFICO ILICITO DE DROGAS,2024-02-22,905,TOPOGRAFOS CON CONSTRUCTORES,DEPINCRI VENTANILLA,1988-07-02,35,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.10646272,-11.87737785
2024-04-25,2024-02-05,62a9d68e3f997d9a36f94b4ca7f40cd4235dd92bc2724f8822f89285f37b82f2,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,RESUELTA,PATRIMONIO,RECEPTACION,RECEPTACION,2024-02-04,2320,AV 200 INTERSECCION AV TOPOGRAFOS PACHACUTEC,PACHACUTEC,2000-09-04,23,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1368361,-11.8493507
2024-04-25,2024-02-19,61eec28a86e36f718a07d72db3913dbb6d4d16611e93402f5c88cf2b70552323,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,PENDIENTE,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2023-05-30,1250,AV NESTOR GAMBETTA ALTURA PARADERO CENTRO,VENTANILLA,2000-03-29,23,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1256995,-11.887384
2024-04-25,2024-02-13,8cf5997bfc978bf71c89aba62a116f7c56caf713a875fd4ef5d259473ad49ae7,70106,CALLAO,CALLAO,VENTANILLA,DENUNCIA,RESUELTA,FAMILIA,ATENTADOS CONTRA LA PATRIA POTESTAD,SUSTRACCION DE MENOR,2024-02-12,1156,MZ S LT 16 AH MARIANO IGNACIO PRADO,VENTANILLA,1991-01-18,33,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.11736512,-11.94278734
2024-04-25,2024-02-24,085065933c59609462209f60686d99e2ed2a869f35e74c4136861c2aeae44eba,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2023-12-01,2115,2  AV. NESTOR GAMBETTA 518  CALLAO 07046  PERU,MARQUEZ,1984-01-01,40,MASCULINO,SOLTERO,NO INDICA,CHOFER,PERU,202402,-77.1296939,-11.94300638
2024-04-25,2024-02-25,bb1391077835eb17f01e76e1ee28593c1b435d31c75c912c576deac317fa19de,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2024-02-22,205,AV  QUILKCA CON LA CALLE LAMBDA BOCANEGRA CALLAO,BOCANEGRA,1977-06-10,46,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.0952735,-12.02798631
2024-04-25,2024-02-21,c92c1f3c9a3fed51370272f30f03d29c17aecf9eb1cc86932b3219fd09879dee,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,PENDIENTE,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2023-06-18,630,5VCH+PMR  VENTANILLA 07076  PERU,VILLA LOS REYES,1985-03-04,38,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.12078599,-11.8280986
2024-04-25,2024-02-03,76b3c2ac3c4a085d2c064411503df1acb87f9fdfbd06e43fa04851616fb43ce0,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ESTAFA,ESTAFA,2024-01-30,1600,TRANSITO MEDELLIN COLOMBIA,MARQUEZ,1997-04-15,26,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.08873868,-11.88178745
2024-04-25,2024-02-28,8157db177f7151410e2a4f99170c96c6fe16616758857638dde35467b4acd917,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,PENDIENTE,PATRIMONIO,RECEPTACION,RECEPTACION,2024-02-27,1920,AV NESTOR GAMBETTA CRUCE CON EL JR PUCAYACU VENTANILLA,DEPROVE - CALLAO,1976-03-14,47,FEMENINO,SOLTERO,NO INDICA,AMA DE CASA,PERU,202402,-77.13153926,-11.94359419
2024-04-25,2024-02-06,c4a9b4076cfeb94ba8e0926ab510eb612a1525fd4b5f5b93487f771e61f5c98b,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ROBO,ROBO AGRAVADO,2024-02-06,1310,AV TOMAS VALLE FRONTIS HOSPITAL CHALACO,PLAYA RIMAC,1986-12-13,37,MASCULINO,SOLTERO,NO INDICA,ESTUDIANTE,PERU,202402,-77.0923087,-12.0122639
2024-04-25,2024-02-07,711e601432c914ea0f62504335ca7c0aae191fdf565f9ffdd06855d9f070b0d5,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,ADMINISTRACION PUBLICA,COMETIDOS POR PARTICULARES,DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD,2024-02-06,40,JR  CUZCO 461 CALLAO,CALLAO,1972-10-27,51,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.11619699,-12.04699107
2024-04-25,2024-02-26,e987cc5ac744faa4c3a54a51f80877180120fa2e43fc2d3af6916fec9bd08d12,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,PATRIMONIO,ROBO,ROBO AGRAVADO A MANO ARMADA,2024-02-25,900,URB EL ALAMO PARTE POSTERIOR DEL MERCADO EL ALAMO,DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA,2000-01-01,24,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.13153926,-11.94359419
2024-04-25,2024-02-17,6a65c19e15c033974db11ea7fcfd7fbee5792b31084e8e6f734808fef2ed2897,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,HURTO,HURTO AGRAVADO,2024-02-16,2320,AVENIDA ELMER FAUCETT CON AVENIDA LA CHALACA,DULANTO,2000-04-07,23,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.0987489,-12.0452403
2024-04-25,2024-02-14,ef19f193ea3693e5a7a6b6a3e1595b06421f9200b7652948c761349ff13983eb,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,PATRIMONIO,DAÑOS,ABANDONO Y ACTOS DE CRUELDAD CONTRA ANIMALES DOMESTICOS Y SILVESTRES,2024-02-13,2240,CALLE HUANTAJAYA 169  CALLAO 07001  PERU,LA LEGUA,2003-04-18,20,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1012106,-12.0504602
2024-04-25,2024-02-15,43f5ed27a5e766c121be2d1fe6f12e719075bb27a1a06b7ece8a4703ee2d284c,70101,CALLAO,CALLAO,CALLAO,OCURRENCIA,PENDIENTE,"VIDA, CUERPO Y SALUD",LESIONES,LESIONES GRAVES,2024-02-15,2015,JIRON SIGMA CON JIRON GAMMA,DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA,1997-10-01,26,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.13153926,-11.94359419
2024-04-25,2024-02-14,1daf43c0712b37765edc6caa6e25ab7d93ac0d6dde6c451d13cceae938d353fb,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,PELIGRO POR MEDIO DE INCENDIO O EXPLOSION,2024-02-09,225,AAHH SANTA ROSA DE PACHACUTEC MZ E LT 06,VILLA LOS REYES,1987-10-19,36,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.11052901,-11.89023737
2024-04-25,2024-02-04,79e4bbf46a129e880e0b2cff8a0692fdd0568ce3cb02b1705400385bb97c45f5,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,"VIDA, CUERPO Y SALUD",LESIONES,LESIONES,2024-02-03,2140,OVALO GARIBALDI CALLAO,CALLAO,1983-07-30,40,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.138989,-12.0522805
2024-04-25,2024-02-08,6b4fd18ecefea56b58c27e851a780d0c3216065128053f06fc1bcdb87b2657a9,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,PENDIENTE,"VIDA, CUERPO Y SALUD",LESIONES,LESIONES CULPOSAS,2024-02-08,1020,AV 200 MILLAS   PACHACUTEC,PACHACUTEC,1987-05-28,36,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1106077,-11.9771631
2024-04-25,2024-02-17,3e44a35652c3ea2fc6151bd01ecd5e8d9480199e29c977cd9a0cb64f6d40d677,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,"VIDA, CUERPO Y SALUD",LESIONES,LESIONES GRAVES,2024-02-17,400,ASENT HUMANO MARIA JESUS ESPINOZA,VILLA LOS REYES,1995-09-02,28,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1220635,-11.9972019
2024-04-25,2024-02-17,cc39b42fc670f087cb4e9ad0a98081c46094846ce225cb9563d93f5f52e2fa67,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,RESUELTA,"VIDA, CUERPO Y SALUD",LESIONES,LESIONES GRAVES,2024-02-17,400,ASENT HUMANO MARIA JESUS ESPINOZA,VILLA LOS REYES,1995-09-02,28,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.13287817,-11.92608185
2024-04-25,2024-02-13,453e3c9f6095407334170c33b866ae6946059c66e477955e1e2bd7696d6aa0ce,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-11,800,MZ M1 LOTE 15 II SECTOR DEL AAHH OASIS PACHACUTEC,PACHACUTEC,1988-12-21,35,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.15246596,-11.84167611
2024-04-25,2024-02-17,faff888a80cf9082190b3a36ce1c1fc834bc49dad88c2fc67c7358db43939778,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,EXTORSION,EXTORSION,2024-02-13,1430,JOSE GALVEZ CON JR MILLER CALLAO,DEPINCRI CALLAO/LA PUNTA,1999-05-26,24,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.13153926,-11.94359419
2024-04-25,2024-02-18,4ca1927fa6a0faa6ded3724d7a6f69d94cbd2c13bcf8e7d8a2255610655058bb,70101,CALLAO,CALLAO,CALLAO,OCURRENCIA,RESUELTA,"VIDA, CUERPO Y SALUD",LESIONES,LESIONES,2024-02-17,2320,MORALES DUAREZ JR LIMA,DULANTO,1998-12-08,25,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1259843,-12.0508491
2024-04-25,2024-02-17,42f5e62509603ab7549f8f83b310999016475aeaafdabfb537f6e9cf127fe282,70101,CALLAO,CALLAO,CALLAO,OCURRENCIA,PENDIENTE,"VIDA, CUERPO Y SALUD",LESIONES,LESIONES GRAVES,2024-02-17,1345,HOSPITAL ESSALUD HOSPITAL NEGREIROS,JUAN INGUNZA VALDIVIA,2001-02-15,23,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.0984551,-12.0161307
2024-04-25,2024-02-26,11c5eeacb807b7b2db265a863aab53a5cae5ba138863c791e04a1018a8e346d9,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,EXTORSION,EXTORSION,2024-02-26,1822,MZ G41 LT 21 SECTOR 5 AAHH BOCANEGRA,PLAYA RIMAC,1990-11-15,33,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1259843,-12.0508491
2024-04-25,2024-02-04,aa2804d8cdecafd74d57a9d026fa38e96f6257f623688c6fbf50e3e160c82bf2,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,PRODUCCION DE PELIGRO EN EL SERVICIO PUBLICO DE TRANSPORTE DE PASAJEROS,2024-02-02,1818,AV 200 MILLAS   PACHACUTEC,PACHACUTEC,1983-07-24,40,MASCULINO,SOLTERO,NO INDICA,MOTOTAXISTA,PERU,202402,-77.1106077,-11.9771631
2024-04-25,2024-02-20,bcba67a90a1bc9c0d49acb87d3d230f0cc89584d27f0beef9f95949ebc910c32,70101,CALLAO,CALLAO,CALLAO,OCURRENCIA,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2023-06-17,1220,AUXILIAR  DE LA  TOMAS VALLE CON LA CALLE  CODORNICES CALLAO,BOCANEGRA,1986-08-15,37,MASCULINO,SOLTERO,NO INDICA,COMERCIANTE,PERU,202402,-77.0923087,-12.0122639
2024-04-25,2024-02-21,8ec55fc72196e3fc4776dc14ae83bf78f26180f01039e6794b646b787fff27c3,70101,CALLAO,CALLAO,CALLAO,OCURRENCIA,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2023-06-04,1635,AUXILIAR  DE LA  TOMAS VALLE CON LA CALLE  CODORNICES CALLAO,BOCANEGRA,1981-04-20,42,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.0923087,-12.0122639
2024-04-25,2024-02-25,9466f0dcab79a9850029d62e85a7c583844f53a68af1d921c3baf2a4a981d978,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,PENDIENTE,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2024-02-15,1920,5R9V+WVQ  PACHACUTEC,PACHACUTEC,1994-03-21,29,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1552651,-11.8301689
2024-04-25,2024-02-19,da1f70e622097fd11d7d0617f29f843398b148032150c45f6009058284589959,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2024-02-18,1130,JOSE OLAYA 280  CALLAO 07046  PERU,SARITA COLONIA,1974-02-08,50,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1354701,-12.0092699
2024-04-25,2024-02-21,0c8d107ac3aa89401764b66f6b06f2c991a0a1ef1cf8d15be7d28276e1d6e05c,70106,CALLAO,CALLAO,VENTANILLA,INTERVENCION,PENDIENTE,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2023-06-05,2100,AV. ALFONSO UGARTE 120  VENTANILLA 07076  PERU,VILLA LOS REYES,1981-01-28,43,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.12257855,-11.83683193
2024-04-25,2024-02-21,8efdca0dab4760b60d888eb73cca906c39817c81969c2d636a50d636f5671923,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2023-06-18,1410,AV PLAZA HERMOSA ALT COLEGIO AMIGOS DE JESUS AA HH VILLA LOS REYES VENTANILLA,VILLA LOS REYES,1994-04-20,29,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1228352,-11.8290857
2024-04-25,2024-02-24,5799aa849887d2b3fd05f1e36e9d9a8fbffb1f111fe05e39be3e6141b0960188,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,PENDIENTE,SEGURIDAD PUBLICA,PELIGRO COMUN,PRODUCCION DE PELIGRO EN EL SERVICIO PUBLICO DE TRANSPORTE DE PASAJEROS,2024-02-16,930,AV G CRUCE CON CALLE 46  PACHACUTEC,PACHACUTEC,1990-09-23,33,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.15173,-11.83493
2024-04-25,2024-02-20,17bc35415c7343971068bd130d65000690a5e78cc7f7dfc84a9bd123f55aecfd,70101,CALLAO,CALLAO,CALLAO,OCURRENCIA,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2023-06-23,1230,AV TOMAS VALLE CON LA CALLE CODORNCIES CALLAO,BOCANEGRA,1984-09-30,39,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.0923087,-12.0122639
2024-04-25,2024-02-16,ad88ea3744c6942d06e3afb4923449da9b7d8c372ad44c23318893eab436eb39,70101,CALLAO,CALLAO,CALLAO,OCURRENCIA,RESUELTA,ADMINISTRACION PUBLICA,COMETIDOS POR PARTICULARES,DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD,2024-02-15,2000,JR MANUEL RAYGADA 425 INTERIOR 5 CALLAO,CALLAO,1983-09-29,40,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1392716,-12.0534065
2024-04-25,2024-02-21,a77c510dad23b731a83d3dbe22dd6ef8672b157f3c3e75b62eaba62db83b637c,70101,CALLAO,CALLAO,CALLAO,OCURRENCIA,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2023-06-04,10,CALLE CIGUEÑA C/N JR. LOS HALCONES CALLAO,BOCANEGRA,1979-02-08,45,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.09032104,-12.01533676
2024-04-25,2024-02-12,87a805ffdeafd106b8fe6ee9092dc5468c558e4dca7c2dccba2253d9d6f8ad45,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,PRODUCCION DE PELIGRO EN EL SERVICIO PUBLICO DE TRANSPORTE DE PASAJEROS,2024-02-10,835,AV.COSNTRUCTORES  PACHACUTEC,PACHACUTEC,1993-10-02,30,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1457365,-11.8505342
